table|_field|_measurement|_start|_stop|_target|_time|_value
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-08T11:00:00+00:00|135.16626262626266
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.0016810344216607593|2023-04-08T11:30:00+00:00|136.5302105263158
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.001396882693431899|2023-04-08T12:00:00+00:00|138.11080000000004
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-08T12:30:00+00:00|135.40306930693077
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-08T13:00:00+00:00|135.20619999999997
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.002450690598808257|2023-04-08T13:30:00+00:00|137.47908256880734
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-08T14:00:00+00:00|135.1368695652174
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.0001468943638078852|2023-04-08T14:30:00+00:00|135.17489361702135
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.0008086380792171769|2023-04-08T15:00:00+00:00|136.50186915887855
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-08T15:30:00+00:00|135.6599019607843
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|9.164628830079538e-05|2023-04-08T16:00:00+00:00|135.44805555555553
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|9.457783145465884e-05|2023-04-08T16:30:00+00:00|136.16360000000003
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.0036855450762828925|2023-04-08T17:00:00+00:00|139.45457142857143
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-08T17:30:00+00:00|136.62047169811316
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.0019254326638327118|2023-04-08T18:00:00+00:00|138.29140186915885
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-08T18:30:00+00:00|138.09696000000002
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.00047166689475394225|2023-04-08T19:00:00+00:00|138.79090909090905
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-08T19:30:00+00:00|136.58313253012048
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.00219182483337423|2023-04-08T20:00:00+00:00|138.19844444444448
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-08T20:30:00+00:00|136.13
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.002253162788308379|2023-04-08T21:00:00+00:00|138.3632380952381
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-08T21:30:00+00:00|135.82041095890415
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.0009484269495365538|2023-04-08T22:00:00+00:00|136.93945652173915
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.009413585205827373|2023-04-08T22:30:00+00:00|145.0312631578948
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.020856525957853353|2023-04-08T23:00:00+00:00|163.1009638554217
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.010212374047255189|2023-04-08T23:30:00+00:00|171.47156626506018
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-09T00:00:00+00:00|160.02159090909092
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-09T00:30:00+00:00|137.8161458333333
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.001246637053001286|2023-04-09T01:00:00+00:00|138.38773333333341
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-09T01:30:00+00:00|136.11927835051546
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.0017178753074084184|2023-04-09T02:00:00+00:00|137.76539215686273
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.0020443711715765287|2023-04-09T02:30:00+00:00|139.31322222222218
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-09T03:00:00+00:00|137.2861956521739
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-09T03:30:00+00:00|136.7996
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-09T04:00:00+00:00|136.10760869565215
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.0023058908921861606|2023-04-09T04:30:00+00:00|137.90099999999993
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-09T05:00:00+00:00|136.51680412371138
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.0006842854140771869|2023-04-09T05:30:00+00:00|137.18945652173915
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.00118686414266569|2023-04-09T06:00:00+00:00|138.39842105263156
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-09T06:30:00+00:00|135.15865168539324
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.0034171446309752204|2023-04-09T07:00:00+00:00|138.8234090909091
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-09T07:30:00+00:00|136.1817441860465
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.003499952361300574|2023-04-09T08:00:00+00:00|139.21632183908042
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-09T08:30:00+00:00|135.76909999999995
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.0007400787852554913|2023-04-09T09:00:00+00:00|136.91489583333333
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.004629954833832117|2023-04-09T09:30:00+00:00|141.44943181818184
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-09T10:00:00+00:00|136.75468354430376
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.0006651848535563608|2023-04-09T10:30:00+00:00|137.84949367088606
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-09T11:00:00+00:00|136.1232222222222
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.0005490573624658168|2023-04-09T11:30:00+00:00|136.82067415730342
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.0026747990037794818|2023-04-09T12:00:00+00:00|138.39341176470583
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.0007426015108120509|2023-04-09T12:30:00+00:00|138.90272727272725
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.000830207547420514|2023-04-09T13:00:00+00:00|139.4336842105263
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-09T13:30:00+00:00|137.70712643678155
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-09T14:00:00+00:00|138.0514666666667
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.002675501501939929|2023-04-09T14:30:00+00:00|139.9128395061728
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-09T15:00:00+00:00|138.90499999999997
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-09T15:30:00+00:00|137.22536842105262
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-09T16:00:00+00:00|135.99013513513515
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.002245193201094682|2023-04-09T16:30:00+00:00|137.4732530120482
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.0005877057445221112|2023-04-09T17:00:00+00:00|138.47053763440857
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-09T17:30:00+00:00|136.10625000000002
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.003073492197103336|2023-04-09T18:00:00+00:00|138.6635227272728
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-09T18:30:00+00:00|138.25902439024398
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.002189688901048486|2023-04-09T19:00:00+00:00|139.5116049382717
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|2.3075819927637692e-05|2023-04-09T19:30:00+00:00|139.2274025974026
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-09T20:00:00+00:00|135.99269230769232
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-09T20:30:00+00:00|136.67813953488374
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.00017786267776172179|2023-04-09T21:00:00+00:00|137.2034375
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-09T21:30:00+00:00|137.47937500000003
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.0032284416822284043|2023-04-09T22:00:00+00:00|140.06211764705878
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.00025672827143176217|2023-04-09T22:30:00+00:00|139.90376344086025
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-09T23:00:00+00:00|138.63576470588237
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|0.02635891484504485|2023-04-09T23:30:00+00:00|162.84842105263166
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-10T00:00:00+00:00|161.82722772277225
0|value|shellies|2023-04-08T02:06:04.366388+00:00|2023-06-07T02:06:04.366388+00:00|None|2023-04-10T00:30:00+00:00|137.9772093023256
