Time,Q1,Q2,T1,T2
853,0.0,0.0,38.945,30.244
854,0.0,0.0,38.72,30.244
855,0.0,0.0,38.623,30.244
856,0.0,0.0,38.301,30.244
857,0.0,0.0,38.107,30.276
858,0.0,0.0,37.979,30.276
859,0.0,0.0,37.979,30.566
860,0.0,0.0,37.656,30.566
861,0.0,0.0,37.656,30.566
862,0.0,0.0,37.334,30.566
863,0.0,0.0,37.334,30.566
864,0.0,0.0,37.012,30.566
865,0.0,0.0,37.012,30.566
866,0.0,0.0,36.818,30.566
867,0.0,0.0,36.689,30.566
868,0.0,0.0,36.689,30.599
869,0.0,0.0,36.367,30.792
870,0.0,0.0,36.367,30.792
871,0.0,0.0,36.045,30.889
872,0.0,0.0,36.013,30.856
873,0.0,0.0,35.723,30.889
874,0.0,0.0,35.723,30.856
875,0.0,0.0,35.4,30.889
876,0.0,0.0,35.4,30.856
877,0.0,0.0,35.207,30.889
878,0.0,0.0,35.078,30.856
879,0.0,0.0,34.981,30.889
880,0.0,0.0,34.756,30.824
881,0.0,0.0,34.659,30.889
882,0.0,0.0,34.434,30.889
883,0.0,0.0,34.434,30.889
884,0.0,0.0,34.369,30.856
885,0.0,0.0,34.111,30.889
886,0.0,0.0,34.111,30.889
887,0.0,0.0,34.015,30.856
888,0.0,0.0,33.789,30.76
889,0.0,0.0,33.789,30.663
890,0.0,0.0,33.692,30.695
891,0.0,0.0,33.467,30.631
892,0.0,0.0,33.467,30.663
893,0.0,0.0,33.306,30.566
894,0.0,0.0,33.145,30.566
895,0.0,0.0,33.145,30.566
896,0.0,0.0,32.887,30.566
897,0.0,0.0,32.822,30.566
898,0.0,0.0,32.822,30.566
899,0.0,0.0,32.822,30.566
900,0.0,0.0,32.693,30.566
901,0.0,0.0,32.5,30.566
902,0.0,0.0,32.5,30.566
903,0.0,0.0,32.5,30.566
904,0.0,0.0,32.371,30.566
905,0.0,0.0,32.21,30.566
906,0.0,0.0,32.178,30.534
907,0.0,0.0,32.178,30.405
908,0.0,0.0,31.92,30.276
909,0.0,0.0,31.855,30.276
910,0.0,0.0,31.855,30.244
911,0.0,0.0,31.855,30.244
912,0.0,0.0,31.855,30.244
913,0.0,0.0,31.533,30.244
914,0.0,0.0,31.533,30.244
915,0.0,0.0,31.533,30.244
916,0.0,0.0,31.533,30.244
917,0.0,0.0,31.404,30.244
918,0.0,0.0,31.275,30.244
919,0.0,0.0,31.211,30.244
920,0.0,0.0,31.211,30.244
921,0.0,0.0,31.211,30.244
922,0.0,0.0,31.179,30.18
923,0.0,0.0,30.889,29.922
924,0.0,0.0,30.889,29.922
925,0.0,0.0,30.889,29.954
926,0.0,0.0,30.889,29.922
927,0.0,0.0,30.856,29.922
928,0.0,0.0,30.695,29.922
929,0.0,0.0,30.566,29.922
930,0.0,0.0,30.566,29.922
931,0.0,0.0,30.566,29.922
932,0.0,0.0,30.566,29.922
933,0.0,0.0,30.502,29.922
934,0.0,0.0,30.244,29.696
935,0.0,0.0,30.244,29.89
936,0.0,0.0,30.244,29.696
937,0.0,0.0,30.244,29.6
938,0.0,0.0,30.147,29.6
939,0.0,0.0,30.18,29.6
940,0.0,0.0,29.922,29.6
941,0.0,0.0,29.922,29.6
942,0.0,0.0,29.922,29.6
943,0.0,0.0,29.922,29.6
944,0.0,0.0,29.922,29.6
945,0.0,0.0,29.89,29.6
946,0.0,0.0,29.696,29.567
947,0.0,0.0,29.632,29.342
948,0.0,0.0,29.6,29.31
949,0.0,0.0,29.6,29.277
950,0.0,0.0,29.6,29.277
951,0.0,0.0,29.6,29.277
952,0.0,0.0,29.471,29.277
953,0.0,0.0,29.277,29.277
954,0.0,0.0,29.277,29.277
955,0.0,0.0,29.277,29.277
956,0.0,0.0,29.277,29.277
957,0.0,0.0,29.277,29.277
958,0.0,0.0,29.277,29.277
959,0.0,0.0,29.277,29.148
960,0.0,0.0,29.277,29.084
961,0.0,0.0,29.181,28.955
962,0.0,0.0,29.052,28.955
963,0.0,0.0,28.955,28.955
964,0.0,0.0,28.955,28.955
965,0.0,0.0,28.955,28.955
966,0.0,0.0,28.955,28.955
967,0.0,0.0,28.955,28.955
968,0.0,0.0,28.955,28.955
969,0.0,0.0,28.955,28.955
970,0.0,0.0,28.923,28.955
971,0.0,0.0,28.858,28.955
972,0.0,0.0,28.858,28.923
973,0.0,0.0,28.697,28.891
974,0.0,0.0,28.633,28.891
975,0.0,0.0,28.633,28.762
976,0.0,0.0,28.633,28.633
977,0.0,0.0,28.633,28.633
978,0.0,0.0,28.633,28.633
979,0.0,0.0,28.633,28.633
980,0.0,0.0,28.633,28.633
981,0.0,0.0,28.568,28.633
982,0.0,0.0,28.601,28.633
983,0.0,0.0,28.343,28.633
984,0.0,0.0,28.311,28.633
985,0.0,0.0,28.311,28.601
986,0.0,0.0,28.311,28.568
987,0.0,0.0,28.311,28.633
988,0.0,0.0,28.311,28.536
989,0.0,0.0,28.311,28.375
990,0.0,0.0,28.311,28.311
991,0.0,0.0,28.311,28.311
992,0.0,0.0,28.311,28.311
993,0.0,0.0,28.278,28.311
994,0.0,0.0,28.311,28.311
995,0.0,0.0,27.988,28.311
996,0.0,0.0,27.988,28.311
997,0.0,0.0,27.988,28.311
998,0.0,0.0,27.988,28.311
999,0.0,0.0,27.988,28.311
