Time,Time(ns),Q1,Q2,T1,T2
0,1685182801411285000,0.0,0,23.477,23.154
1,1685182802411407300,0.0,0,23.509,23.154
2,1685182803412307200,0.0,0,23.477,23.154
3,1685182804412935800,0.0,0,23.477,23.154
4,1685182805413407600,0.0,0,23.509,23.154
5,1685182806413433500,0.0,0,23.477,23.154
6,1685182807414176200,0.0,0,23.477,23.154
7,1685182808414610600,0.0,0,23.477,23.154
8,1685182809414803900,0.0,0,23.477,23.154
9,1685182810415215600,0.0,0,23.477,23.154
10,1685182811416166500,0.0,0,23.509,23.154
11,1685182812416746800,0.0,0,23.477,23.154
12,1685182813417439600,0.0,0,23.477,23.154
13,1685182814417649400,0.0,0,23.477,23.154
14,1685182815418144900,0.0,0,23.477,23.154
15,1685182816418811700,0.0,0,23.477,23.154
16,1685182817419526900,0.0,0,23.477,23.154
17,1685182818420034400,0.0,0,23.477,23.154
18,1685182819420731400,0.0,0,23.477,23.154
19,1685182820421649800,0.0,0,23.477,23.154
20,1685182821421784300,0.0,0,23.477,23.154
21,1685182822422222000,0.0,0,23.477,23.154
22,1685182823423039400,0.0,0,23.477,23.154
23,1685182824423224500,0.0,0,23.477,23.154
24,1685182825423338600,0.0,0,23.477,23.154
25,1685182826423934800,0.0,0,23.477,23.154
26,1685182827424766200,0.0,0,23.477,23.154
27,1685182828425632000,0.0,0,23.477,23.154
28,1685182829426199000,0.0,0,23.477,23.154
29,1685182830426576500,0.0,0,23.477,23.154
30,1685182831426592400,0.0,0,23.477,23.154
31,1685182832427132700,0.0,0,23.477,23.154
32,1685182833427555800,0.0,0,23.477,23.154
33,1685182834427772800,0.0,0,23.477,23.154
34,1685182835428090800,0.0,0,23.477,23.154
35,1685182836428754400,0.0,0,23.477,23.154
36,1685182837429731800,0.0,0,23.477,23.154
37,1685182838429987000,0.0,0,23.477,23.154
38,1685182839430049500,74.08164332513445,0,23.509,23.154
39,1685182840430115500,74.08164332513445,0,23.477,23.154
40,1685182841430149300,74.08164332513445,0,23.509,23.154
41,1685182842430669100,74.08164332513445,0,23.509,23.154
42,1685182843431199600,74.08164332513445,0,23.541,23.154
43,1685182844431743300,74.08164332513445,0,23.702,23.154
44,1685182845431983700,74.08164332513445,0,23.799,23.154
45,1685182846432969800,74.08164332513445,0,23.799,23.154
46,1685182847433562100,74.08164332513445,0,23.799,23.154
47,1685182848434203400,74.08164332513445,0,24.024,23.154
48,1685182849435158800,74.08164332513445,0,24.121,23.154
49,1685182850435374100,74.08164332513445,0,24.153,23.154
50,1685182851435862700,74.08164332513445,0,24.443,23.154
51,1685182852436658000,74.08164332513445,0,24.443,23.154
52,1685182853436773700,74.08164332513445,0,24.766,23.154
53,1685182854437185500,74.08164332513445,0,24.798,23.154
54,1685182855438045300,74.08164332513445,0,25.088,23.154
55,1685182856438135600,74.08164332513445,0,25.378,23.154
56,1685182857438607600,74.08164332513445,0,25.475,23.154
