table|_time|_value|bulge
0|2023-04-04T23:10:00+00:00|158.11214274983456|0.4093113535228838
0|2023-04-05T23:10:00+00:00|155.00503954840434|0.30376417265358574
0|2023-04-06T10:50:00+00:00|157.98960949161702|0.39676360646947917
0|2023-04-06T12:10:00+00:00|142.32962962962964|0.2766576879910218
0|2023-04-06T23:10:00+00:00|156.78226636279473|0.3349822171576894
0|2023-04-07T23:10:00+00:00|154.49073146418195|0.3038925599627949
0|2023-04-09T23:10:00+00:00|157.9192571720896|0.2651052665936499
0|2023-04-11T11:40:00+00:00|153.36033333333336|0.2520555555555556
0|2023-04-11T11:50:00+00:00|140.65173913043483|0.21180990338164207
