#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,Assembly,Device,Location,Sensor,Signal,_field,_measurement,host,topic
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:40.901611049Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:41.051434089Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:41.262484405Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:53.983905361Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:54.179563482Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:54.332804131Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:54.481473662Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:54.631227997Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:54.83848352Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:54.979012232Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:10:55.182773132Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:17.38049578Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:17.574808175Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:17.679036599Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:17.870721199Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:18.019451273Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:18.176755712Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:18.326476807Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:18.528226825Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:30.643369785Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:30.894632129Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:30.994986858Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:31.192846534Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:31.346462236Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:31.492560882Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:31.648788448Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:31.844125584Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:42.452241632Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:42.664333033Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:42.803595597Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:43.00858864Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:43.157108766Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:43.303204051Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:43.453129282Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:43.662104309Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:56.144576027Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:11:57.341653004Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:14.364265243Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:14.611441522Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:14.774322406Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:14.916679518Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:15.066789764Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:15.207831514Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:15.372768369Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:15.615969117Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:28.893711179Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:29.092733431Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:29.239599385Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:29.451093922Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:29.592417966Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:29.742367886Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:29.899440103Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:30.093692932Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:40.863217588Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:41.110110276Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:41.214250893Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:41.405994983Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:41.573492061Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:41.711955446Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:41.861921266Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:12:42.06543512Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:13:11.513299054Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:13:11.710944998Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:13:11.860912898Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:13:12.016727279Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:13:12.15951063Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:13:12.368482363Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:13:12.510884418Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:13:12.70794717Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:13:25.081498066Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:13:25.279537706Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:13:25.478721104Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:13:25.627168491Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:13:25.788238598Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:13:25.930754145Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:13:26.086783139Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:13:26.280698492Z,1,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,8,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:13:38.453023091Z,0,Conveyor,Conveyor,AFB,20B3,20B3,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B3
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:06:23.678847998Z,1,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:06:23.82462948Z,0,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:06:23.973511391Z,1,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:06:24.1760217Z,0,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:06:24.328485102Z,1,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:06:24.481813051Z,0,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:06:24.535995707Z,1,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:06:24.730316822Z,0,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:06:57.542574971Z,1,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:06:57.699730801Z,0,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:06:57.849653367Z,1,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:06:57.990993191Z,0,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:06:58.155452737Z,1,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:06:58.342431134Z,0,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:06:58.39733603Z,1,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:06:58.592712139Z,0,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:07:09.365593469Z,1,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:07:09.512445491Z,0,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:07:09.660334124Z,1,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:07:09.811436149Z,0,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:07:10.012978175Z,1,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:07:10.166483428Z,0,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:07:10.215750965Z,1,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:07:10.412481567Z,0,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:07:28.434457723Z,1,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:07:28.584241153Z,0,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:07:28.77836424Z,1,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:07:28.92844534Z,0,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
,,9,2023-06-12T08:45:57.050414696Z,2023-06-12T09:45:57.050414696Z,2023-06-12T09:07:29.082131457Z,1,Conveyor,Conveyor,AFB,20B4,20B4,value,DS_SS23_TrayStates_B,XRMAINServer,9308/AFB/Conveyor/20B4
