Cycle,Time,Time(ns),Q1,Q2,T1,T2
0,0.0,1683363163195694300,0.0,0,23.477,23.154
0,1.0,1683363164196585700,0.0,0,23.477,23.154
0,2.0,1683363165197317300,0.0,0,23.477,23.154
0,3.0,1683363166198157900,0.0,0,23.477,23.154
0,4.0,1683363167198395100,0.0,0,23.477,23.154
0,5.0,1683363168199115600,0.0,0,23.477,23.154
0,6.0,1683363169200103700,0.0,0,23.477,23.154
0,7.0,1683363170200705300,0.0,0,23.477,23.154
0,8.0,1683363171201230900,0.0,0,23.477,23.154
0,9.0,1683363172201303400,0.0,0,23.477,23.154
0,10.0,1683363173202227600,0.0,0,23.477,23.154
0,11.0,1683363174202409700,0.0,0,23.477,23.154
0,12.0,1683363175202737900,0.0,0,23.477,23.154
0,13.0,1683363176202828900,0.0,0,23.477,23.154
0,14.0,1683363177203253300,0.0,0,23.477,23.154
0,15.0,1683363178203504900,0.0,0,23.477,23.154
0,16.0,1683363179203980900,0.0,0,23.477,23.154
0,17.0,1683363180203982300,0.0,0,23.477,23.154
0,18.0,1683363181204656000,0.0,0,23.477,23.154
0,19.0,1683363182205312100,0.0,0,23.477,23.154
0,20.0,1683363183205728700,0.0,0,23.477,23.154
0,21.0,1683363184206684000,100.0,0,23.477,23.154
0,22.0,1683363185207168800,100.0,0,23.477,23.154
0,23.0,1683363186207218300,100.0,0,23.477,23.154
0,24.0,1683363187207950900,100.0,0,23.477,23.154
0,25.0,1683363188208648000,100.0,0,23.477,23.154
0,26.0,1683363189208970400,100.0,0,23.541,23.154
0,27.0,1683363190209935200,100.0,0,23.799,23.154
0,28.0,1683363191210772500,100.0,0,23.799,23.154
0,29.0,1683363192211667200,100.0,0,23.799,23.154
0,30.0,1683363193212230300,100.0,0,24.089,23.154
0,31.0,1683363194213062600,100.0,0,24.153,23.154
0,32.0,1683363195213868500,100.0,0,24.443,23.154
0,33.0,1683363196214730800,100.0,0,24.508,23.154
0,34.0,1683363197214746600,100.0,0,24.766,23.154
0,35.0,1683363198215425500,100.0,0,25.088,23.154
0,36.0,1683363199215884100,100.0,0,25.281,23.154
0,37.0,1683363200216442500,100.0,0,25.604,23.154
0,38.0,1683363201217042200,100.0,0,25.765,23.154
0,39.0,1683363202217226800,100.0,0,26.055,23.154
0,40.0,1683363203217882800,100.0,0,26.377,23.154
0,41.0,1683363204218633400,100.0,0,26.699,23.154
0,42.0,1683363205218941700,100.0,0,27.021,23.187
0,43.0,1683363206219709400,100.0,0,27.344,23.154
0,44.0,1683363207220554600,100.0,0,27.666,23.283
0,45.0,1683363208221150500,100.0,0,27.988,23.219
0,46.0,1683363209221507600,100.0,0,28.311,23.477
0,47.0,1683363210221554800,100.0,0,28.665,23.477
0,48.0,1683363211222229200,100.0,0,29.148,23.477
